buchoneado,buchonea,c,d,p
2,1,100,"(10, 20)",randInt(4) = 0
4,3,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
2,3,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
4,2,100,"(10, 20)",randInt(4) = 0
2,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
2,3,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
4,3,100,"(10, 20)",randInt(4) = 0
0,2,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
7,6,100,"(10, 20)",randInt(4) = 0
2,4,100,"(10, 20)",randInt(4) = 0
2,2,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
7,6,100,"(10, 20)",randInt(4) = 0
5,6,100,"(10, 20)",randInt(4) = 0
7,6,100,"(10, 20)",randInt(4) = 0
9,8,100,"(10, 20)",randInt(4) = 0
6,8,100,"(10, 20)",randInt(4) = 0
4,5,100,"(10, 20)",randInt(4) = 0
3,3,100,"(10, 20)",randInt(4) = 0
4,3,100,"(10, 20)",randInt(4) = 0
3,4,100,"(10, 20)",randInt(4) = 0
8,7,100,"(10, 20)",randInt(4) = 0
2,1,100,"(10, 20)",randInt(4) = 0
5,4,100,"(10, 20)",randInt(4) = 0
3,3,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
4,5,100,"(10, 20)",randInt(4) = 0
8,8,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
7,6,100,"(10, 20)",randInt(4) = 0
5,2,100,"(10, 20)",randInt(4) = 0
3,3,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
11,10,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
3,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
2,2,100,"(10, 20)",randInt(4) = 0
3,2,100,"(10, 20)",randInt(4) = 0
2,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
2,2,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
2,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
2,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,3,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
2,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
2,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
2,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
3,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
1,3,100,"(10, 20)",randInt(4) = 0
3,1,100,"(10, 20)",randInt(4) = 0
3,3,100,"(10, 20)",randInt(4) = 0
3,4,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
3,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
3,3,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
2,4,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
2,1,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
4,5,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
2,3,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
2,1,100,"(10, 20)",randInt(4) = 0
3,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
3,1,100,"(10, 20)",randInt(4) = 0
4,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
1,2,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
0,0,100,"(10, 20)",randInt(4) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,3,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,1,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,1,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,3,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,3,100,"(10, 20)",randInt(1) = 0
4,4,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
2,3,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
3,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,3,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,4,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
4,2,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
6,6,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
4,4,100,"(10, 20)",randInt(1) = 0
6,6,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
2,4,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
4,7,100,"(10, 20)",randInt(1) = 0
6,5,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
6,5,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
3,1,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
